accver	title	taxid	species	type	P	H	F	date	ac0	ac1	ac2	ac3	ac4	latitude	longitude	collection_date	country
MK955318.1	Human mastadenovirus F strain SA12383, complete genome	130309	F	040	040	040	040	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK955316.1	Human mastadenovirus F strain SA12683, complete genome	130309	F	040	040	040	040	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK955317.1	Human mastadenovirus F strain SA12730, complete genome	130309	F	040	040	040	040	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK955315.1	Human mastadenovirus F strain SA14320, complete genome	130309	F	040	040	040	040	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MH465394.1	Human adenovirus 41 isolate Anhui/2018, complete genome	10524	F	041	041	041	041	2017-12-30	CN	?	?	?	?	25.00	45.00	30-Dec-2017	China
MG925782.1	Human adenovirus 41 isolate MU22, complete genome	10524	F	041	041	041	041	2016-01-01	IQ	?	?	?	?	41.21	-91.79	2016	Iraq
MG925783.1	Human adenovirus 41 isolate MU35, complete genome	10524	F	041	041	041	041	2016-01-01	IQ	?	?	?	?	41.21	-91.79	2016	Iraq
KY316164.1	Human adenovirus 41 isolate SH/2015/D381, complete genome	10524	F	041	041	041	041	2015-07-01	CN	?	?	?	?	25.00	45.00	Jul-2015	China
KY316163.1	Human adenovirus 41 isolate SH/2015/D363, complete genome	10524	F	041	041	041	041	2015-06-01	CN	?	?	?	?	25.00	45.00	Jun-2015	China
MK883610.1	Human mastadenovirus F isolate Human/China/Shanghai/FX1-152772/2015/41, complete genome	130309	F	041	041	041	041	2015-05-14	CN	?	?	?	?	25.00	45.00	14-May-2015	China
KY316162.1	Human adenovirus 41 isolate SH/2015/D240, complete genome	10524	F	041	041	041	041	2015-04-01	CN	?	?	?	?	25.00	45.00	Apr-2015	China
KY316161.1	Human adenovirus 41 isolate SH/2015/D187, complete genome	10524	F	041	041	041	041	2015-03-01	CN	?	?	?	?	25.00	45.00	Mar-2015	China
KY316160.1	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	F	041	041	041	041	2015-01-01	CN	?	?	?	?	25.00	45.00	Jan-2015	China
KF303071.1	Human adenovirus 41 isolate 10-4851, complete genome	10524	F	041	041	041	041	2010-01-01	US	?	?	?	?	64.00	26.00	2010	USA
KF303070.1	Human adenovirus 41 isolate NY/2010/4845, complete genome	10524	F	041	041	041	041	2010-01-01	US	?	?	?	?	64.00	26.00	2010	USA
KF303069.1	Human adenovirus 41 isolate NY/2010/4849, complete genome	10524	F	041	041	041	041	2010-01-01	US	?	?	?	?	64.00	26.00	2010	USA
HM565136.3	Human adenovirus 41 isolate NIVD103, complete genome	10524	F	041	041	041	041	2007-09-01	CN	?	?	?	?	25.00	45.00	01-Sep-2007	China
KX868523.2	Human adenovirus 41 isolate GyK253, complete genome	10524	F	041	041	041	041	2000-01-01	SE	?	?	?	?	32.60	130.34	2000	Sweden
AB728839.1	Human adenovirus 41 DNA, complete genome, strain: SaP3-3F	10524	F	041	041	041	041	?	?	?	?	?	?	?	?	NA	NA
DQ315364.2	Human adenovirus 41 isolate Tak, complete genome	10524	F	041	041	041	041	?	NL	?	?	?	?	39.42	-74.49	NA	Netherlands
MK962810.1	Human mastadenovirus F strain SA12680, complete genome	130309	F	041	041	041	041	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK962808.1	Human mastadenovirus F strain SA13020, complete genome	130309	F	041	041	041	041	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK962806.1	Human mastadenovirus F strain SA13026, complete genome	130309	F	041	041	041	041	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK962807.1	Human mastadenovirus F strain SA6749, complete genome	130309	F	041	041	041	041	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
MK962809.1	Human mastadenovirus F strain SA7335, complete genome	130309	F	041	041	041	041	?	ZA	?	?	?	?	41.67	-72.67	2009/2014	South Africa
JN226761.1	Human adenovirus 42, complete genome	46937	D	042	042	042	042	1982-01-01	FR	?	?	?	?	42.38	139.90	1982	France
KC529648.1	Human adenovirus 43 strain 1309 from USA, complete genome	46938	D	043	043	043	043	1981-01-01	US	?	?	?	?	64.00	26.00	1981	USA
JN226762.1	Human adenovirus 43, complete genome	46938	D	043	043	043	043	1981-01-01	US	?	?	?	?	64.00	26.00	1981	USA
JN226763.1	Human adenovirus 44, complete genome	46939	D	044	044	044	044	1982-01-01	US	?	?	?	?	64.00	26.00	1982	USA
KF268200.1	Human mastadenovirus D strain human/USA/UFL/2005[P-NEW/H45/F-NEW], partial genome	130310	D	045	045	045	045	2005-01-01	US	IN	?	?	?	44.68	-84.64	Jan-2005	USA: Indiana
JN226764.1	Human adenovirus 45, complete genome	46940	D	045	045	045	045	1982-01-01	US	?	?	?	?	64.00	26.00	1982	USA
AY875648.1	Human adenovirus type 46, complete genome	46941	D	046	046	046	046	?	?	?	?	?	?	?	?	NA	NA
JN226757.1	Human adenovirus 47, complete genome	46942	D	047	047	047	047	1982-01-01	US	?	?	?	?	64.00	26.00	1982	USA
EF153473.1	Human adenovirus type 48, complete genome	39641	D	048	048	048	048	?	?	?	?	?	?	?	?	NA	NA
DQ393829.1	Human adenovirus type 49, complete genome	218120	D	049	049	049	049	?	?	?	?	?	?	?	?	NA	NA
AY737798.1	Human adenovirus type 50 strain Wan, complete genome	107462	B	050	050	050	050	?	?	?	?	?	?	?	?	NA	NA
JN226765.1	Human adenovirus 51, complete genome	245072	D	051	051	051	051	1989-01-01	NL	?	?	?	?	39.42	-74.49	1989	Netherlands
DQ923122.2	Human adenovirus 52 isolate T03-2244, complete genome	332179	G	052	052	052	052	?	US	?	?	?	?	64.00	26.00	NA	USA
MK116618.1	Human adenovirus 53 strain USA/2017/CA-RGDS-1004, complete genome	556926	D	053	037	022	008	2017-06-30	US	CA	037	?	?	15.50	101.00	30-Jun-2017	USA: CA,Los Angeles
LC215442.1	Human adenovirus 53 DNA, complete genome, strain: case128_20131604	556926	D	053	037	022	008	2014-03-08	JP	21	?	?	?	42.48	-78.38	2014-03-08	Japan:Kumamoto
LC215428.1	Human adenovirus 53 DNA, complete genome, strain: case47_20121537	556926	D	053	037	022	008	2012-09-20	JP	21	?	?	?	42.48	-78.38	2012-09-20	Japan:Kumamoto
LC215426.1	Human adenovirus 53 DNA, complete genome, strain: case43_20121515	556926	D	053	037	022	008	2012-05-31	JP	21	?	?	?	42.48	-78.38	2012-05-31	Japan:Kumamoto
LC215424.1	Human adenovirus 53 DNA, complete genome, strain: case28_20121506	556926	D	053	037	022	008	2012-04-12	JP	21	?	?	?	42.48	-78.38	2012-04-12	Japan:Kumamoto
LC215422.1	Human adenovirus 53 DNA, complete genome, strain: case22_20111549	556926	D	053	037	022	008	2012-02-07	JP	21	?	?	?	42.48	-78.38	2012-02-07	Japan:Kumamoto
AB568097.1	Human adenovirus 53 hexon gene for hexon, complete cds, strain: 53/K5/Sapporo/2007	556926	D	053	037	022	008	2007-01-01	JP	12	?	?	?	-30.40	-64.12	2007	Japan: Sapporo
KF268197.1	Human adenovirus D strain human/USA/UFL_Adv22/2005/53[P53/H53/F53], complete genome	130310	D	053	037	022	008	2005-01-01	US	CT	?	?	?	35.00	105.00	Jan-2005	USA: Connecticut
AB568096.1	Human adenovirus 53 hexon gene for hexon, complete cds, strain: 53/C075/Matsuyama/2003	556926	D	053	037	022	008	2003-01-01	JP	?	?	?	?	53.96	-1.09	2003	Japan
AB605243.1	Human adenovirus 53 DNA, complete genome, isolate: 960528C/Hiroshima/1996	556926	D	053	037	022	008	1996-01-01	?	?	?	?	?	?	?	NA	NA
AB605244.1	Human adenovirus 53 DNA, complete genome, isolate: C075/Matsuyama/2003	556926	D	053	037	022	008	2003-01-01	?	?	?	?	?	?	?	NA	NA
AB605245.1	Human adenovirus 53 DNA, complete genome, isolate: FS161/Fukui/2004	556926	D	053	037	022	008	2004-01-01	?	?	?	?	?	?	?	NA	NA
AB605246.1	Human adenovirus 53 DNA, complete genome, isolate: FS165/Fukui/2004	556926	D	053	037	022	008	2004-01-01	?	?	?	?	?	?	?	NA	NA
AB550823.1	Human adenovirus 53 DNA, complete genome, strain: K5/Sapporo/2007	556926	D	053	037	022	008	2007-01-01	JP	12	2128291	?	?	46.76	-93.84	NA	Japan: Hokkaido, Sapporo
AB568098.1	Human adenovirus 53 hexon gene for hexon, complete cds, strain: 53/FS161/Fukui/2004	556926	D	053	037	022	008	2004-01-01	JP	06	?	?	?	53.96	-1.09	NA	Japan: Fukui
AB605240.1	Human adenovirus D DNA, complete genome, isolate: 870006C/Hiroshima/1987	130310	D	053	037	022	008	1987-01-01	?	?	?	?	?	?	?	NA	NA
AB605241.1	Human adenovirus D DNA, complete genome, isolate: 880249C/Hiroshima/1988	130310	D	053	037	022	008	1988-01-01	?	?	?	?	?	?	?	NA	NA
AB605242.1	Human adenovirus D DNA, complete genome, isolate: 890357C/Hiroshima/1989	130310	D	053	037	022	008	1989-01-01	?	?	?	?	?	?	?	NA	NA
FJ169625.1	Human adenovirus D strain human/DEU/IAI-1/2005/53[P37H22F8], complete genome	130310	D	053	037	022	008	2005-01-01	?	?	?	?	?	?	?	NA	NA
LC215427.1	Human adenovirus 54 DNA, complete genome, strain: case44_20121523	651580	D	054	054	054	008	2012-08-10	JP	21	?	?	?	42.48	-78.38	2012-08-10	Japan:Kumamoto
LC215423.1	Human adenovirus 54 DNA, complete genome, strain: case23_20111540	651580	D	054	054	054	008	2012-01-17	JP	21	?	?	?	42.48	-78.38	2012-01-17	Japan:Kumamoto
LC215446.1	Human adenovirus 54 DNA, complete genome, strain: case15_20111534	651580	D	054	054	054	008	2011-12-24	JP	21	?	?	?	42.48	-78.38	2011-12-24	Japan:Kumamoto
AB448770.2	Human adenovirus 54 DNA, complete genome	651580	D	054	054	054	008	?	?	?	?	?	?	?	?	NA	NA
AB333801.2	Human adenovirus 54 DNA, complete genome	651580	D	054	054	054	008	?	?	?	?	?	?	?	?	NA	NA
NC_012959.1	Human adenovirus 54, complete genome	651580	D	054	054	054	008	?	?	?	?	?	?	?	?	NA	NA
MK123978.1	Human adenovirus 55 strain 267, complete genome	714978	B	055	014	011	014	2018-06-01	CN	30	?	?	?	60.11	-113.64	Jun-2018	China: Guangzhou
MN052861.1	Human adenovirus 55, complete genome	714978	B	055	014	011	014	2018-04-26	CN	?	?	?	?	25.00	45.00	26-Apr-2018	China
KY070248.1	Human adenovirus 55 isolate 60-GD-2016, complete genome	714978	B	055	014	011	014	2016-06-30	CN	?	?	?	?	25.00	45.00	30-Jun-2016	China
KY002685.1	Human adenovirus isolate Yunnan/KM04/2016, complete genome	1907210	B	055	014	011	014	2016-06-08	CN	?	?	?	?	25.00	45.00	08-Jun-2016	China
KY780931.1	Human adenovirus 55 isolate 100-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	714978	B	055	014	011	014	2016-06-01	CN	?	?	?	?	25.00	45.00	Jun-2016	China
KY780933.1	Human adenovirus 55 isolate 73-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	714978	B	055	014	011	014	2016-06-01	CN	?	?	?	?	25.00	45.00	Jun-2016	China
KY780932.1	Human adenovirus 55 isolate 80-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	714978	B	055	014	011	014	2016-06-01	CN	?	?	?	?	25.00	45.00	Jun-2016	China
KX494979.1	Human adenovirus 55 strain AFMC 16-0011, complete genome	714978	B	055	014	011	014	2016-02-23	KR	?	?	?	?	35.00	105.00	23-Feb-2016	South Korea
KX289874.1	Human adenovirus 55 isolate JS201501, complete genome	714978	B	055	014	011	014	2015-11-12	CN	?	?	?	?	25.00	45.00	12-Nov-2015	China
MK886831.1	Human adenovirus 55 isolate HAdV-B55/CHN/BJDX01/2015, complete genome	714978	B	055	014	011	014	2015-08-31	CN	?	?	?	?	25.00	45.00	31-Aug-2015	China
KJ883521.1	Human adenovirus 55 isolate Hebei/BD6729/2013, complete genome	714978	B	055	014	011	014	2013-04-07	CN	?	?	?	?	25.00	45.00	07-Apr-2013	China
KJ883520.1	Human adenovirus 55 isolate Hebei/BD6728/2013, complete genome	714978	B	055	014	011	014	2013-04-06	CN	?	?	?	?	25.00	45.00	06-Apr-2013	China
KP896483.1	Human adenovirus B55 strain Liaoning/LS01/2013, complete genome	714978	B	055	014	011	014	2013-02-25	CN	?	?	?	?	25.00	45.00	25-Feb-2013	China
KP896484.1	Human adenovirus B55 strain Tianjin/TJ01/2013, complete genome	714978	B	055	014	011	014	2013-01-15	CN	?	?	?	?	25.00	45.00	15-Jan-2013	China
KF908851.1	Human adenovirus 55 strain TJ-2013-90, complete genome	714978	B	055	014	011	014	2013-01-14	CN	?	?	?	?	25.00	45.00	14-Jan-2013	China
MK123980.1	Human adenovirus 55 strain TY12, complete genome	714978	B	055	014	011	014	2013-01-01	CN	?	?	?	?	25.00	45.00	2013	China
MK123981.1	Human adenovirus 55 strain TY26, complete genome	714978	B	055	014	011	014	2013-01-01	CN	?	?	?	?	25.00	45.00	2013	China
KC857701.1	Human adenovirus 55 strain HAdV B55 XZ2012-492, complete genome	714978	B	055	014	011	014	2012-04-26	CN	?	?	?	?	25.00	45.00	26-Apr-2012	China
KP279748.1	Human adenovirus 55 strain human/CHN/AQ-1/2012/55[P14/H11/F14], complete genome	714978	B	055	014	011	014	2012-04-18	CN	?	?	?	?	25.00	45.00	18-Apr-2012	China
MK883606.1	Human mastadenovirus B isolate Human/China/Shanghai/3961/2012/55[P14H11F14], complete genome	108098	B	055	014	011	014	2012-02-28	CN	?	?	?	?	25.00	45.00	28-Feb-2012	China
KP896478.1	Human adenovirus B55 strain Hebei/BD01/2012, complete genome	714978	B	055	014	011	014	2012-02-11	CN	?	?	?	?	25.00	45.00	11-Feb-2012	China
JX123029.1	Human adenovirus 55 isolate CQ-2903, complete genome	714978	B	055	014	011	014	2012-01-08	CN	?	?	?	?	25.00	45.00	08-Jan-2012	China
MN654393.1	Human adenovirus 55 isolate WPAFB415, complete genome	714978	B	055	014	011	014	2012-01-01	JP	?	?	?	?	53.96	-1.09	2012	Japan
KJ883522.1	Human adenovirus 55 isolate Shanxi/QZ01/2011, complete genome	714978	B	055	014	011	014	2011-12-05	CN	?	?	?	?	25.00	45.00	05-Dec-2011	China
JX123028.1	Human adenovirus 55 isolate CQ-1657, complete genome	714978	B	055	014	011	014	2011-04-22	CN	?	?	?	?	25.00	45.00	22-Apr-2011	China
JX491639.1	Human adenovirus 55 isolate HAdV-B/CHN/BJ01/2011/55[P14H11F14], complete genome	714978	B	055	014	011	014	2011-03-24	CN	?	?	?	?	25.00	45.00	24-Mar-2011	China
MK123979.1	Human adenovirus 55, complete genome	714978	B	055	014	011	014	2011-01-01	CN	?	?	?	?	25.00	45.00	2011	China
JX123027.1	Human adenovirus 55 isolate CQ-814, complete genome	714978	B	055	014	011	014	2010-08-18	CN	?	?	?	?	25.00	45.00	18-Aug-2010	China
MN654387.1	Human adenovirus 55 isolate NAMRU3 2009-908968, complete genome	714978	B	055	014	011	014	2009-01-01	EG	?	?	?	?	60.00	30.24	2009	Egypt
MN654379.1	Human adenovirus 55 isolate WPAFB24, complete genome	714978	B	055	014	011	014	2009-01-01	KR	?	?	?	?	35.00	105.00	2009	South Korea
MN654378.1	Human adenovirus 55 isolate WPAFB25, complete genome	714978	B	055	014	011	014	2009-01-01	KR	?	?	?	?	35.00	105.00	2009	South Korea
MN654377.1	Human adenovirus 55 isolate WPAFB48, complete genome	714978	B	055	014	011	014	2009-01-01	KR	?	?	?	?	35.00	105.00	2009	South Korea
MN654375.1	Human adenovirus 55 isolate WPAFB69, complete genome	714978	B	055	014	011	014	2009-01-01	KR	?	?	?	?	35.00	105.00	2009	South Korea
MN654376.1	Human adenovirus 55 isolate WPAFB75, complete genome	714978	B	055	014	011	014	2009-01-01	KR	?	?	?	?	35.00	105.00	2009	South Korea
MN654384.1	Human adenovirus 55 isolate NAMRU3 2008-905223, complete genome	714978	B	055	014	011	014	2008-01-01	EG	?	?	?	?	60.00	30.24	2008	Egypt
MN654386.1	Human adenovirus 55 isolate NAMRU3 2007-905716, complete genome	714978	B	055	014	011	014	2007-01-01	EG	?	?	?	?	60.00	30.24	2007	Egypt
FJ643676.1	Human adenovirus 55 strain QS-DLL, complete genome	714978	B	055	014	011	014	2006-04-01	CN	?	3306	?	?	60.11	-113.64	Apr-2006	China: Shanxi, Qishan
MT513753.1	Human adenovirus 55 isolate CHOP6887, complete genome	714978	B	055	014	011	014	2006-01-01	US	?	?	?	?	64.00	26.00	2006	USA
FJ597732.1	Human adenovirus 11a strain SGN1222, complete genome	343463	B	055	014	011	014	2005-05-26	SG	?	?	?	?	33.00	44.00	26-May-2005	Singapore
MN654391.1	Human adenovirus 55 isolate NAMRU3 2005-908017, complete genome	714978	B	055	014	011	014	2005-01-01	EG	?	?	?	?	60.00	30.24	2005	Egypt
MN654390.1	Human adenovirus 55 isolate NAMRU3 2005-909685, complete genome	714978	B	055	014	011	014	2005-01-01	EG	?	?	?	?	60.00	30.24	2005	Egypt
MN654388.1	Human adenovirus 55 isolate SNG1218, complete genome	714978	B	055	014	011	014	2005-01-01	SG	?	?	?	?	33.00	44.00	2005	Singapore
MN654389.1	Human adenovirus 55 isolate SNG1223, complete genome	714978	B	055	014	011	014	2005-01-01	SG	?	?	?	?	33.00	44.00	2005	Singapore
MN654382.1	Human adenovirus 55 isolate NAMRU3-E66, complete genome	714978	B	055	014	011	014	2002-01-01	EG	?	?	?	?	60.00	30.24	2002	Egypt
JX423385.1	Human adenovirus B strain human/EGY/ak37_AdV11a/2001/55[P14H11F14], complete genome	108098	B	055	014	011	014	2001-05-01	EG	?	?	?	?	60.00	30.24	01-May-2001	Egypt
MN654380.1	Human adenovirus 55 isolate NAMRU3-E3, complete genome	714978	B	055	014	011	014	2000-01-01	EG	?	?	?	?	60.00	30.24	2000	Egypt
MN654381.1	Human adenovirus 55 isolate NAMRU3-E4, complete genome	714978	B	055	014	011	014	2000-01-01	EG	?	?	?	?	60.00	30.24	2000	Egypt
MN654385.1	Human adenovirus 55 isolate NAMRU3-E6, complete genome	714978	B	055	014	011	014	2000-01-01	EG	?	?	?	?	60.00	30.24	2000	Egypt
MN654383.1	Human adenovirus 55 isolate NAMRU3-E72, complete genome	714978	B	055	014	011	014	2000-01-01	EG	?	?	?	?	60.00	30.24	2000	Egypt
MN654392.1	Human adenovirus 55 isolate CDC97026382, complete genome	714978	B	055	014	011	014	1997-01-01	US	?	?	?	?	64.00	26.00	1997	USA
MN654394.1	Human adenovirus 55 isolate CADOH VRDL 76-0669, complete genome	714978	B	055	014	011	014	1976-01-01	US	?	?	?	?	64.00	26.00	1976	USA
MN654395.1	Human adenovirus 55 isolate HAdV-11/14 strain 273, complete genome	714978	B	055	014	011	014	1969-01-01	ES	?	?	?	?	40.53	-80.14	1969	Spain
KY471318.1	Human adenovirus 55 strain AFMC 16-0007, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
KY471322.1	Human adenovirus 55 strain AFMC 16-0035, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
KY471320.1	Human adenovirus 55 strain AFMC 16-0074, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
KY471321.1	Human adenovirus 55 strain AFMC 16-0081, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
KY471319.1	Human adenovirus 55 strain AFMC 16-0094, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
KY471323.1	Human adenovirus 55 strain AFMC 16-0096, complete genome	714978	B	055	014	011	014	?	KR	?	?	?	?	35.00	105.00	NA	South Korea
LC215431.1	Human adenovirus 56 DNA, complete genome, strain: case77_20131505	880565	D	056	056	015	009	2013-05-29	JP	21	?	?	?	42.48	-78.38	2013-05-29	Japan:Kumamoto
LC215430.1	Human adenovirus 56 DNA, complete genome, strain: case69_20121569	880565	D	056	056	015	009	2012-11-22	JP	21	?	?	?	42.48	-78.38	2012-11-22	Japan:Kumamoto
LC215425.1	Human adenovirus 56 DNA, complete genome, strain: case37_20121516	880565	D	056	056	015	009	2012-05-31	JP	21	?	?	?	42.48	-78.38	2012-05-31	Japan:Kumamoto
LC215445.1	Human adenovirus 56 DNA, complete genome, strain: case157_20101537	880565	D	056	056	015	009	2010-11-08	JP	21	?	?	?	42.48	-78.38	2010-11-08	Japan:Kumamoto
HM770721.2	Human adenovirus 56, complete genome	880565	D	056	056	015	009	2008-01-01	FR	?	?	?	?	42.38	139.90	2008	France
KF268333.1	Human adenovirus D strain human/USA/CL_50/1992/56[P56/H56/F56], complete genome	130310	D	056	056	015	009	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF268329.1	Human adenovirus D strain human/DEU/HEIM_00081/1982/56[P56H56F56], complete genome	130310	D	056	056	015	009	1982-07-03	DE	?	?	?	?	54.76	-2.70	03-Jul-1982	Germany
KF268209.1	Human adenovirus D strain human/USA/MEEI_00078/X/56[P56H56F56], complete genome	130310	D	056	056	015	009	?	US	?	?	?	?	64.00	26.00	NA	USA
MF476840.1	Human mastadenovirus D strain human/USA/MEE-CHBR/1995/56[P9H15F9], complete genome	130310	D	056	056	015	009	1995-01-01	US	?	?	?	?	64.00	26.00	NA	NA
HQ003817.1	Human adenovirus C strain human/RUS/16700/2001/57[P1H57F6], complete genome	129951	C	057	001	057	006	1997-11-01	RU	?	?	?	?	51.50	10.50	Nov-1997	Russia
KF268319.1	Human adenovirus D strain human/ARG/arg_00101/2010/58[P58H58F58], complete genome	130310	D	058	058	058	029	2010-01-01	AR	05	?	?	?	37.65	-121.92	2010	Argentina: Cordoba
HQ883276.1	Human adenovirus 58 strain human/ARG/AdCor-96-487/1996/58[P58H58F29], complete genome	980087	D	058	058	058	029	1996-02-01	AR	?	?	?	?	27.00	30.00	Feb-1996	Argentina
JF799911.1	Human adenovirus D strain human/USA/CDPH/2007/59[P64H25F56], complete genome	130310	D	059	064	025	056	2007-11-18	US	?	?	?	?	64.00	26.00	18-Nov-2007	USA
HQ007053.1	Human adenovirus D strain human/CAN/SW/2009/60[P60H20F60], complete genome	130310	D	060	060	020	060	2008-01-01	CA	?	?	?	?	31.75	-81.75	2008	Canada
JN162672.1	Human adenovirus 60a isolate Aids59/Manchester/1992, complete genome	1091198	D	060	060	020	060	1992-01-01	GB	?	?	?	?	39.00	-75.50	1992	United Kingdom
JF964962.1	Human adenovirus 61 strain JPN/2004/5082/[P31/H-NEW/F31], complete genome	1069441	A	061	031	061	031	2004-01-01	JP	?	?	?	?	53.96	-1.09	2004	Japan
JN162671.1	Human adenovirus 62 isolate Aids25/Manchester/1993, complete genome	1091197	D	062	062	062	062	1993-01-01	GB	?	?	?	?	39.00	-75.50	1993	United Kingdom
JN935766.1	Human adenovirus 63 strain human/USA/BP-7-2/1959/63[P30H30F29], complete genome	1124795	D	063	030	030	029	1959-01-01	US	?	?	?	?	64.00	26.00	1959	USA
JQ326208.1	Human adenovirus 64 strain 88, complete genome	1145295	D	064	022	019	037	1989-01-01	US	?	003	?	?	64.00	26.00	1989	USA: Pittsburgh
JQ326206.1	Human adenovirus 64 strain 2, complete genome	1145295	D	064	022	019	037	1955-01-01	US	?	086	?	?	64.00	26.00	1955	USA: Miami
JQ326207.1	Human adenovirus 64 strain 3, complete genome	1145295	D	064	022	019	037	1955-01-01	US	?	086	?	?	64.00	26.00	1955	USA: Miami
EF121005.1	Human adenovirus 64 strain human/USA/C/1993/64[P22H19F37], complete genome	1145295	D	064	022	019	037	1993-01-01	US	?	?	?	?	64.00	26.00	NA	USA
KF268213.1	Human adenovirus D strain human/USA/MEEI_0076/X/64[P64H64F64], complete genome	130310	D	064	022	019	037	?	US	?	?	?	?	64.00	26.00	NA	USA
AP012285.1	Human adenovirus 65 DNA, complete genome, strain: BGD/2004/B172/[P58/H10/F9]	1094363	D	065	058	010	009	2004-01-01	BD	81	?	?	?	39.76	-98.50	NA	NA
JN860676.1	Human adenovirus 66 strain 87-922, complete genome	1337398	B	066	066	007	003	1987-01-01	AR	?	?	?	?	27.00	30.00	1987	Argentina
AP012302.1	Human adenovirus 67 DNA, complete genome, strain: BGD/2005/B109/[P67/H9/F67]	1101371	D	067	067	009	067	2005-01-01	BD	81	?	?	?	39.76	-98.50	NA	NA
JN860678.1	Human adenovirus 68 strain Arg 827/04, complete genome	1096763	B	068	016	003	016	2004-01-01	AR	?	?	?	?	27.00	30.00	2004	Argentina
KF268315.1	Human adenovirus B strain human/DEU/HEIM_00097/1988/NEW[P16H3F16], complete genome	108098	B	068	016	003	016	1988-04-13	DE	?	?	?	?	54.76	-2.70	13-Apr-1988	Germany
JN226748.1	Human adenovirus 69 isolate Human adenovirus D human/SAU/CH38/1955/69[P53H15F69], complete genome	1604283	D	069	053	015	069	1955-01-01	SA	?	?	?	?	28.98	-96.65	1955	Saudi Arabia
MF476839.1	Human mastadenovirus D strain human/USA/MEE-CH38/1955/69[P69H15F42], complete genome	130310	D	069	053	015	069	1955-01-01	?	?	?	?	?	?	?	1955	NA
KP641339.1	Human mastadenovirus D isolate human/DEU/Leipzig/2014/70[P70H70F29], complete genome	130310	D	070	070	070	029	2013-01-01	DE	?	?	?	?	54.76	-2.70	2013	Germany
KF268207.1	Human adenovirus 71 strain human/DEU/HEIM_00085/1987/71[P9H20F71], complete genome	1643649	D	071	009	020	071	1987-11-01	DE	?	?	?	?	54.76	-2.70	Nov-1987	Germany
KF268335.1	Human mastadenovirus D strain human/DEU/HEIM_00088/1985/72[P72H30F72], complete genome	130310	D	072	072	030	072	1985-09-03	DE	?	?	?	?	54.76	-2.70	03-Sep-1985	Germany
KY618676.1	Human mastadenovirus D isolate human/DEU/Leipzig/2015/73[P67H45F27], complete genome	130310	D	073	067	045	027	2015-01-01	DE	?	?	?	?	54.76	-2.70	2015	Germany
KY618677.1	Human mastadenovirus D isolate human/DEU/Leipzig/2015/74[P70H74F51], complete genome	130310	D	074	070	074	051	2015-01-01	DE	?	?	?	?	54.76	-2.70	2015	Germany
KY618678.1	Human mastadenovirus D isolate human/DEU/Leipzig/2015/75[P75H26F58], complete genome	130310	D	075	075	026	029	2015-01-01	DE	?	?	?	?	54.76	-2.70	2015	Germany
KF633445.1	Human adenovirus B strain human/DEU/HEIM_00086/X/X[PXHXFX], complete genome	108098	B	076	021	021	016	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
KF268328.1	Human adenovirus B strain human/DEU/HEIM_00092/1985/NEW[P35H34F7], complete genome	108098	B	077	035	034	007	1985-01-29	DE	?	?	?	?	54.76	-2.70	29-Jan-1985	Germany
KT970441.1	Human mastadenovirus B strain HAdV-B/USA/CHOP2146-10810/2013/[P11H11F7], complete genome	108098	B	078	011	011	007	2013-10-01	US	PA	?	?	?	34.05	-118.24	Oct-2013	USA: Pennsylvania
KT970442.1	Human mastadenovirus B strain HAdV-B/USA/12146/2012/[P11H11F7], complete genome	108098	B	078	011	011	007	2012-04-15	US	NY	?	?	?	34.05	-118.24	15-Apr-2012	USA: New York
KT970440.1	Human mastadenovirus B strain HAdV-B/ARG/18017/2000/[P11H11F7], complete genome	108098	B	078	011	011	007	2000-09-01	AR	?	?	?	?	27.00	30.00	Sep-2000	Argentina
